region,year,tourism_nights
AT11,2010.0,402394.0
AT12,2010.0,1465506.0
AT13,2010.0,8066047.0
AT21,2010.0,3908137.0
AT22,2010.0,2495875.0
AT31,2010.0,1875229.0
AT32,2010.0,11199184.0
AT33,2010.0,24709087.0
AT34,2010.0,4193328.0
BE10,2010.0,4242341.0
BE21,2010.0,1397748.0
BE22,2010.0,297761.0
BE23,2010.0,737126.0
BE24,2010.0,761525.0
BE25,2010.0,2053999.0
BE31,2010.0,213430.0
BE32,2010.0,362243.0
BE33,2010.0,494598.0
BE34,2010.0,155392.0
BE35,2010.0,138082.0
BG31,2010.0,47802.0
BG32,2010.0,89211.0
BG33,2010.0,3950026.0
BG34,2010.0,4787357.0
BG41,2010.0,1294866.0
BG42,2010.0,285412.0
CH01,2010.0,6035181.0
CH02,2010.0,3095376.0
CH03,2010.0,1208772.0
CH04,2010.0,3160699.0
CH05,2010.0,3657903.0
CH06,2010.0,2171151.0
CH07,2010.0,1087047.0
CY00,2010.0,12267921.0
CZ01,2010.0,10625799.0
CZ02,2010.0,318000.0
CZ03,2010.0,741812.0
CZ04,2010.0,2788592.0
CZ05,2010.0,1239305.0
CZ06,2010.0,660001.0
CZ07,2010.0,300114.0
CZ08,2010.0,207246.0
DE11,2010.0,1722864.0
DE12,2010.0,1818209.0
DE13,2010.0,2296665.0
DE14,2010.0,624063.0
DE21,2010.0,7423908.0
DE22,2010.0,448016.0
DE23,2010.0,460825.0
DE24,2010.0,288156.0
DE25,2010.0,1384805.0
DE26,2010.0,432625.0
DE27,2010.0,1241060.0
DE30,2010.0,6964453.0
DE40,2010.0,579318.0
DE50,2010.0,368855.0
DE60,2010.0,1800235.0
DE71,2010.0,4333735.0
DE72,2010.0,169101.0
DE73,2010.0,432280.0
DE80,2010.0,522936.0
DE91,2010.0,530640.0
DE92,2010.0,720288.0
DE93,2010.0,322953.0
DE94,2010.0,402749.0
DEA1,2010.0,2542091.0
DEA2,2010.0,2593372.0
DEA3,2010.0,445902.0
DEA4,2010.0,399003.0
DEA5,2010.0,1065637.0
DEB1,2010.0,1174834.0
DEB2,2010.0,795048.0
DEB3,2010.0,757561.0
DEC0,2010.0,173280.0
DED2,2010.0,793555.0
DED4,2010.0,180583.0
DED5,2010.0,436562.0
DEE0,2010.0,381519.0
DEF0,2010.0,889695.0
DEG0,2010.0,465092.0
DK01,2010.0,3423790.0
DK02,2010.0,97104.0
DK03,2010.0,513645.0
DK04,2010.0,381425.0
DK05,2010.0,458534.0
EE00,2010.0,3002781.0
EL30,2010.0,4233707.0
EL41,2010.0,995123.0
EL42,2010.0,14239334.0
EL43,2010.0,15107368.0
EL51,2010.0,573530.0
EL52,2010.0,4327859.0
EL53,2010.0,38338.0
EL54,2010.0,169516.0
EL61,2010.0,661664.0
EL62,2010.0,5924197.0
EL63,2010.0,643670.0
EL64,2010.0,499337.0
EL65,2010.0,829991.0
ES11,2010.0,1366174.0
ES12,2010.0,318404.0
ES13,2010.0,391909.0
ES21,2010.0,1369729.0
ES22,2010.0,279119.0
ES23,2010.0,134747.0
ES24,2010.0,646682.0
ES30,2010.0,9186660.0
ES41,2010.0,1220772.0
ES42,2010.0,527321.0
ES43,2010.0,267816.0
ES51,2010.0,29728843.0
ES52,2010.0,8605361.0
ES53,2010.0,42499551.0
ES61,2010.0,17200934.0
ES62,2010.0,471515.0
ES63,2010.0,35323.0
ES64,2010.0,16013.0
ES70,2010.0,39660316.0
EU28,2010.0,729182728.0
FI19,2010.0,473920.0
FI1B,2010.0,2056456.0
FI1C,2010.0,560748.0
FI1D,2010.0,1092513.0
FI20,2010.0,113278.0
FR10,2010.0,33809666.0
FR21,2010.0,831323.0
FR22,2010.0,549705.0
FR23,2010.0,535987.0
FR24,2010.0,1310478.0
FR25,2010.0,1045955.0
FR26,2010.0,1495310.0
FR30,2010.0,1430682.0
FR41,2010.0,791320.0
FR42,2010.0,2221451.0
FR43,2010.0,302906.0
FR51,2010.0,575948.0
FR52,2010.0,1074998.0
FR53,2010.0,475433.0
FR61,2010.0,1313415.0
FR62,2010.0,2889721.0
FR63,2010.0,140662.0
FR71,2010.0,4115323.0
FR72,2010.0,329074.0
FR81,2010.0,1466295.0
FR82,2010.0,7456180.0
FR83,2010.0,758176.0
FRA2,2010.0,161703.0
FRA3,2010.0,55738.0
FRA4,2010.0,91628.0
HR03,2010.0,16122519.0
HR04,2010.0,888975.0
HU10,2010.0,5156795.0
HU21,2010.0,340572.0
HU22,2010.0,1623835.0
HU23,2010.0,357419.0
HU31,2010.0,163586.0
HU32,2010.0,369733.0
HU33,2010.0,170660.0
IS00,2010.0,1620597.0
ITC1,2010.0,2542494.0
ITC2,2010.0,814726.0
ITC3,2010.0,3062890.0
ITC4,2010.0,13113214.0
ITF1,2010.0,601757.0
ITF2,2010.0,37282.0
ITF3,2010.0,5560617.0
ITF4,2010.0,1189457.0
ITF5,2010.0,126541.0
ITF6,2010.0,1208014.0
ITG1,2010.0,4596710.0
ITG2,2010.0,2812099.0
ITH1,2010.0,14591634.0
ITH2,2010.0,3868962.0
ITH3,2010.0,17218335.0
ITH4,2010.0,1733763.0
ITH5,2010.0,7042946.0
ITI1,2010.0,11403446.0
ITI2,2010.0,842853.0
ITI3,2010.0,959827.0
ITI4,2010.0,18223959.0
LI00,2010.0,111458.0
LT00,2010.0,1509883.0
LU00,2010.0,1163204.0
LV00,2010.0,1786870.0
MK00,2010.0,468822.0
MT00,2010.0,7065374.0
NL11,2010.0,135900.0
NL12,2010.0,265600.0
NL13,2010.0,75800.0
NL21,2010.0,211200.0
NL22,2010.0,408700.0
NL23,2010.0,54000.0
NL31,2010.0,519600.0
NL32,2010.0,9991600.0
NL33,2010.0,2158500.0
NL34,2010.0,701900.0
NL41,2010.0,1023100.0
NL42,2010.0,629000.0
NO01,2010.0,1556358.0
NO02,2010.0,495103.0
NO03,2010.0,659743.0
NO04,2010.0,385435.0
NO05,2010.0,1052534.0
NO06,2010.0,200456.0
NO07,2010.0,432087.0
PL11,2010.0,245051.0
PL12,2010.0,1551378.0
PL21,2010.0,1817344.0
PL22,2010.0,517157.0
PL31,2010.0,115648.0
PL32,2010.0,127422.0
PL33,2010.0,53801.0
PL34,2010.0,88361.0
PL41,2010.0,426769.0
PL42,2010.0,1016508.0
PL43,2010.0,199710.0
PL51,2010.0,821742.0
PL52,2010.0,65225.0
PL61,2010.0,152697.0
PL62,2010.0,309237.0
PL63,2010.0,521152.0
PT11,2010.0,1926704.0
PT15,2010.0,9415565.0
PT16,2010.0,1342164.0
PT17,2010.0,5996979.0
PT18,2010.0,274592.0
PT20,2010.0,526367.0
PT30,2010.0,4125836.0
RO11,2010.0,256040.0
RO12,2010.0,473038.0
RO21,2010.0,144735.0
RO22,2010.0,242436.0
RO31,2010.0,214132.0
RO32,2010.0,1067136.0
RO41,2010.0,39931.0
RO42,2010.0,247420.0
SE11,2010.0,2874929.0
SE12,2010.0,427024.0
SE21,2010.0,276267.0
SE22,2010.0,641099.0
SE23,2010.0,1293489.0
SE31,2010.0,315607.0
SE32,2010.0,199142.0
SE33,2010.0,335517.0
SI03,2010.0,1240847.0
SI04,2010.0,2474626.0
SK01,2010.0,762490.0
SK02,2010.0,815326.0
SK03,2010.0,758702.0
SK04,2010.0,706764.0
UKC1,2010.0,155213.0
UKC2,2010.0,458254.0
UKD1,2010.0,374160.0
UKD3,2010.0,1434767.0
UKD4,2010.0,294568.0
UKD6,2010.0,419435.0
UKD7,2010.0,710691.0
UKE1,2010.0,100848.0
UKE2,2010.0,481706.0
UKE3,2010.0,242213.0
UKE4,2010.0,389094.0
UKF1,2010.0,500189.0
UKF2,2010.0,448879.0
UKF3,2010.0,109398.0
UKG1,2010.0,558670.0
UKG2,2010.0,232326.0
UKG3,2010.0,1199491.0
UKH1,2010.0,1129236.0
UKH2,2010.0,565880.0
UKH3,2010.0,432233.0
UKI2,2010.0,0.0
UKJ1,2010.0,2121805.0
UKJ2,2010.0,1704366.0
UKJ3,2010.0,863976.0
UKJ4,2010.0,1066780.0
UKK1,2010.0,1283023.0
UKK2,2010.0,1354391.0
UKK3,2010.0,758235.0
UKK4,2010.0,866860.0
UKL1,2010.0,681707.0
UKL2,2010.0,745373.0
UKM2,2010.0,3718639.0
UKM3,2010.0,1149990.0
UKM5,2010.0,409939.0
UKM6,2010.0,1689770.0
UKN0,2010.0,291258.0
AT11,2011.0,1599403.0
AT12,2011.0,2939500.0
AT13,2011.0,1923315.0
AT21,2011.0,2897243.0
AT22,2011.0,4555491.0
AT31,2011.0,2342572.0
AT32,2011.0,3462041.0
AT33,2011.0,2805182.0
AT34,2011.0,654960.0
BE10,2011.0,1137945.0
BE21,2011.0,619052.0
BE22,2011.0,531384.0
BE23,2011.0,354977.0
BE24,2011.0,457292.0
BE25,2011.0,1889069.0
BE31,2011.0,173699.0
BE32,2011.0,183544.0
BE33,2011.0,495081.0
BE34,2011.0,445868.0
BE35,2011.0,241430.0
BG31,2011.0,345408.0
BG32,2011.0,416505.0
BG33,2011.0,1110689.0
BG34,2011.0,1210820.0
BG41,2011.0,1017675.0
BG42,2011.0,1065690.0
CH01,2011.0,3643724.0
CH02,2011.0,2991105.0
CH03,2011.0,808267.0
CH04,2011.0,1246713.0
CH05,2011.0,4106554.0
CH06,2011.0,1626286.0
CH07,2011.0,1356004.0
CY00,2011.0,1154820.0
CZ01,2011.0,1095358.0
CZ02,2011.0,850800.0
CZ03,2011.0,1446395.0
CZ04,2011.0,876897.0
CZ05,2011.0,2344909.0
CZ06,2011.0,1223675.0
CZ07,2011.0,1315118.0
CZ08,2011.0,699683.0
DE11,2011.0,6414407.0
DE12,2011.0,5649916.0
DE13,2011.0,6606516.0
DE14,2011.0,3495881.0
DE21,2011.0,17388631.0
DE22,2011.0,6547064.0
DE23,2011.0,2800457.0
DE24,2011.0,2727721.0
DE25,2011.0,3853655.0
DE26,2011.0,3212103.0
DE27,2011.0,6542906.0
DE30,2011.0,11195552.0
DE40,2011.0,5094799.0
DE50,2011.0,1377149.0
DE60,2011.0,7198476.0
DE71,2011.0,9109490.0
DE72,2011.0,1122841.0
DE73,2011.0,3513318.0
DE80,2011.0,11881778.0
DE91,2011.0,3389154.0
DE92,2011.0,3533432.0
DE93,2011.0,3332149.0
DE94,2011.0,5428897.0
DEA1,2011.0,6029908.0
DEA2,2011.0,6523046.0
DEA3,2011.0,2297990.0
DEA4,2011.0,2443403.0
DEA5,2011.0,3951386.0
DEB1,2011.0,3825835.0
DEB2,2011.0,1875866.0
DEB3,2011.0,3239108.0
DEC0,2011.0,925676.0
DED2,2011.0,5528919.0
DED4,2011.0,2584324.0
DED5,2011.0,2273038.0
DEE0,2011.0,4061124.0
DEF0,2011.0,7058187.0
DEG0,2011.0,5357846.0
DK01,2011.0,2682181.0
DK02,2011.0,406677.0
DK03,2011.0,1608873.0
DK04,2011.0,1139240.0
DK05,2011.0,664719.0
EE00,2011.0,1116761.0
ES11,2011.0,5868399.0
ES12,2011.0,2681933.0
ES13,2011.0,1970807.0
ES21,2011.0,3071520.0
ES22,2011.0,1229116.0
ES23,2011.0,800653.0
ES24,2011.0,3571026.0
ES30,2011.0,9715620.0
ES41,2011.0,5800680.0
ES42,2011.0,2819939.0
ES43,2011.0,1931848.0
ES51,2011.0,15280566.0
ES52,2011.0,15297243.0
ES53,2011.0,5946107.0
ES61,2011.0,22952383.0
ES62,2011.0,2185271.0
ES63,2011.0,127050.0
ES64,2011.0,116841.0
ES70,2011.0,10157323.0
EU28,2011.0,853830949.0
FI19,2011.0,2818130.0
FI1B,2011.0,2681938.0
FI1C,2011.0,2043577.0
FI1D,2011.0,4006042.0
FI20,2011.0,105784.0
FR10,2011.0,32973654.0
HR03,2011.0,1805317.0
HR04,2011.0,607178.0
HU21,2011.0,920994.0
HU22,2011.0,2096345.0
HU23,2011.0,829953.0
HU31,2011.0,946365.0
HU32,2011.0,865695.0
HU33,2011.0,553219.0
IS00,2011.0,413892.0
ITC1,2011.0,5628326.0
ITC2,2011.0,1380825.0
ITC3,2011.0,6310591.0
ITC4,2011.0,11781589.0
ITF1,2011.0,4287357.0
ITF2,2011.0,376326.0
ITF3,2011.0,8356547.0
ITF4,2011.0,6639563.0
ITF5,2011.0,1216867.0
ITF6,2011.0,5454641.0
ITG1,2011.0,6607908.0
ITG2,2011.0,5028708.0
ITH1,2011.0,8085138.0
ITH2,2011.0,7431004.0
ITH3,2011.0,11108537.0
ITH4,2011.0,1969630.0
ITH5,2011.0,23063275.0
ITI1,2011.0,10946678.0
ITI2,2011.0,2260147.0
ITI3,2011.0,4451673.0
ITI4,2011.0,7511495.0
LU00,2011.0,95442.0
LV00,2011.0,756915.0
ME00,2011.0,321127.0
MK00,2011.0,235792.0
MT00,2011.0,318812.0
NL11,2011.0,459600.0
NL12,2011.0,1129500.0
NL13,2011.0,590900.0
NL21,2011.0,939500.0
NL22,2011.0,2424300.0
NL23,2011.0,122400.0
NL31,2011.0,952700.0
NL32,2011.0,4173600.0
NL33,2011.0,2720300.0
NL34,2011.0,790600.0
NL41,2011.0,1485200.0
NL42,2011.0,2102000.0
NO01,2011.0,3469819.0
NO02,2011.0,1369413.0
NO03,2011.0,2291753.0
NO04,2011.0,1838255.0
NO05,2011.0,2473139.0
NO06,2011.0,1312259.0
NO07,2011.0,1549714.0
PL21,2011.0,2899668.0
PL22,2011.0,2008846.0
PL41,2011.0,1556973.0
PL42,2011.0,1246837.0
PL43,2011.0,563428.0
PL51,2011.0,2228777.0
PL52,2011.0,218411.0
PL61,2011.0,782371.0
PL62,2011.0,1133423.0
PL63,2011.0,1656913.0
PT11,2011.0,2462932.0
PT15,2011.0,3772268.0
PT16,2011.0,2492601.0
PT17,2011.0,2587844.0
PT18,2011.0,913753.0
PT20,2011.0,478685.0
PT30,2011.0,728472.0
RO11,2011.0,1761296.0
RO12,2011.0,2692258.0
RO21,2011.0,1327111.0
RO22,2011.0,3540486.0
RO31,2011.0,1340485.0
RO32,2011.0,969058.0
RO41,2011.0,1382713.0
RO42,2011.0,1371939.0
SE11,2011.0,5963808.0
SE12,2011.0,2603787.0
SE21,2011.0,1800541.0
SE22,2011.0,2658883.0
SE23,2011.0,4047220.0
SE31,2011.0,1905430.0
SE32,2011.0,1053692.0
SE33,2011.0,1424621.0
SI03,2011.0,1326039.0
SI04,2011.0,852632.0
SK01,2011.0,434468.0
SK02,2011.0,766184.0
SK03,2011.0,1491896.0
SK04,2011.0,1051828.0
UKC1,2011.0,947783.0
UKC2,2011.0,1271797.0
UKD1,2011.0,2824215.0
UKD3,2011.0,2321883.0
UKD4,2011.0,2721623.0
UKD6,2011.0,1078772.0
UKD7,2011.0,1633623.0
UKE1,2011.0,737995.0
UKE2,2011.0,3236207.0
UKE3,2011.0,683319.0
UKE4,2011.0,1602287.0
UKF1,2011.0,2302271.0
UKF2,2011.0,1346764.0
UKF3,2011.0,860103.0
UKG1,2011.0,1416222.0
UKG2,2011.0,1095025.0
UKG3,2011.0,2415084.0
UKH1,2011.0,3420417.0
UKH2,2011.0,917474.0
UKH3,2011.0,621303.0
UKJ1,2011.0,3447500.0
UKJ2,2011.0,3221250.0
UKJ3,2011.0,3079585.0
UKJ4,2011.0,1594188.0
UKK1,2011.0,3873969.0
UKK2,2011.0,3200029.0
UKK3,2011.0,3286905.0
UKK4,2011.0,2878039.0
UKL1,2011.0,3873293.0
UKL2,2011.0,1692965.0
UKM5,2011.0,1051155.0
UKM6,2011.0,2423484.0
UKN0,2011.0,1739653.0
FR21,2011.0,799209.0
FR22,2011.0,502788.0
FR23,2011.0,535491.0
FR24,2011.0,1307256.0
FR25,2011.0,1044398.0
FR26,2011.0,1467410.0
FR30,2011.0,1442025.0
FR41,2011.0,728610.0
FR42,2011.0,2383590.0
FR43,2011.0,290324.0
FR51,2011.0,588601.0
FR52,2011.0,1018486.0
FR53,2011.0,453496.0
FR61,2011.0,1359850.0
FR62,2011.0,2543608.0
FR63,2011.0,137530.0
FR71,2011.0,4388188.0
FR72,2011.0,338836.0
FR81,2011.0,1425064.0
FR82,2011.0,7957687.0
FR83,2011.0,725679.0
FRA2,2011.0,168849.0
FRA3,2011.0,72872.0
FRA4,2011.0,102033.0
HU10,2011.0,5600165.0
LT00,2011.0,1818031.0
PL11,2011.0,227762.0
PL12,2011.0,1660715.0
PL31,2011.0,131815.0
PL32,2011.0,127915.0
PL33,2011.0,54566.0
PL34,2011.0,113987.0
UKI1,2011.0,36758160.0
UKM2,2011.0,3667527.0
UKM3,2011.0,1052662.0
AT11,2012.0,405465.0
AT12,2012.0,1572197.0
AT13,2012.0,9157705.0
AT21,2012.0,4038236.0
AT22,2012.0,2576764.0
AT31,2012.0,2110560.0
AT32,2012.0,11751085.0
AT33,2012.0,25364258.0
AT34,2012.0,4383626.0
BE10,2012.0,4592817.0
BE21,2012.0,1511652.0
BE22,2012.0,259670.0
BE23,2012.0,796097.0
BE24,2012.0,917205.0
BE25,2012.0,2069677.0
BE31,2012.0,230451.0
BE32,2012.0,355509.0
BE33,2012.0,511197.0
BE34,2012.0,160622.0
BE35,2012.0,141516.0
BG31,2012.0,58910.0
BG32,2012.0,119138.0
BG33,2012.0,5168093.0
BG34,2012.0,5955533.0
BG41,2012.0,1456164.0
BG42,2012.0,393869.0
CH01,2012.0,5568270.0
CH02,2012.0,2944061.0
CH03,2012.0,1227330.0
CH04,2012.0,3329195.0
CH05,2012.0,2982336.0
CH06,2012.0,2043897.0
CH07,2012.0,956511.0
CY00,2012.0,13476337.0
CZ01,2012.0,12362350.0
CZ02,2012.0,443113.0
CZ03,2012.0,870639.0
CZ04,2012.0,3315776.0
CZ05,2012.0,1367623.0
CZ06,2012.0,870185.0
CZ07,2012.0,417585.0
CZ08,2012.0,289134.0
DE11,2012.0,2070078.0
DE12,2012.0,2093111.0
DE13,2012.0,2694012.0
DE14,2012.0,788595.0
DE21,2012.0,8413640.0
DE22,2012.0,502398.0
DE23,2012.0,503791.0
DE24,2012.0,308781.0
DE25,2012.0,1617814.0
DE26,2012.0,494646.0
DE27,2012.0,1510569.0
DE30,2012.0,8729239.0
DE40,2012.0,580600.0
DE50,2012.0,378943.0
DE60,2012.0,2234653.0
DE71,2012.0,4985736.0
DE72,2012.0,184484.0
DE73,2012.0,528044.0
DE80,2012.0,595458.0
DE91,2012.0,560484.0
DE92,2012.0,810934.0
DE93,2012.0,376392.0
DE94,2012.0,446869.0
DEA1,2012.0,2900106.0
DEA2,2012.0,2811287.0
DEA3,2012.0,408774.0
DEA4,2012.0,425117.0
DEA5,2012.0,1146528.0
DEB1,2012.0,1178675.0
DEB2,2012.0,769958.0
DEB3,2012.0,764783.0
DEC0,2012.0,191054.0
DED2,2012.0,905601.0
DED4,2012.0,235312.0
DED5,2012.0,446956.0
DEE0,2012.0,404310.0
DEF0,2012.0,1043114.0
DEG0,2012.0,488304.0
DK01,2012.0,4188393.0
DK02,2012.0,90047.0
DK03,2012.0,553161.0
DK04,2012.0,407062.0
DK05,2012.0,485139.0
EE00,2012.0,3498683.0
ES11,2012.0,1314542.0
ES12,2012.0,326142.0
ES13,2012.0,364667.0
ES21,2012.0,1649650.0
ES22,2012.0,325708.0
ES23,2012.0,133948.0
ES24,2012.0,659520.0
ES30,2012.0,9296048.0
ES41,2012.0,1212918.0
ES42,2012.0,495976.0
ES43,2012.0,257645.0
ES51,2012.0,34366971.0
ES52,2012.0,9648641.0
ES53,2012.0,49440982.0
ES61,2012.0,20087988.0
ES62,2012.0,482031.0
ES63,2012.0,37740.0
ES64,2012.0,22749.0
ES70,2012.0,48434435.0
EU28,2012.0,796931453.0
FI19,2012.0,496115.0
FI1B,2012.0,2293561.0
FI1C,2012.0,694410.0
FI1D,2012.0,1343784.0
FI20,2012.0,120576.0
FR10,2012.0,36253450.0
FR21,2012.0,727874.0
FR22,2012.0,499818.0
FR23,2012.0,580426.0
FR24,2012.0,1299067.0
FR25,2012.0,1045899.0
FR26,2012.0,1453206.0
FR30,2012.0,1421044.0
FR41,2012.0,752299.0
FR42,2012.0,2410970.0
FR43,2012.0,276635.0
FR51,2012.0,653898.0
FR52,2012.0,1012015.0
FR53,2012.0,457582.0
FR61,2012.0,1379237.0
FR62,2012.0,2546371.0
FR63,2012.0,127143.0
FR71,2012.0,4589762.0
FR72,2012.0,356090.0
FR81,2012.0,1431259.0
FR82,2012.0,8373008.0
FR83,2012.0,726235.0
FRA2,2012.0,141275.0
FRA3,2012.0,65459.0
FRA4,2012.0,98142.0
HR03,2012.0,17826272.0
HR04,2012.0,1053080.0
HU10,2012.0,6492709.0
HU21,2012.0,395013.0
HU22,2012.0,1880583.0
HU23,2012.0,346642.0
HU31,2012.0,207191.0
HU32,2012.0,361857.0
HU33,2012.0,254273.0
IS00,2012.0,2024321.0
ITC1,2012.0,3189377.0
ITC2,2012.0,924285.0
ITC3,2012.0,3364847.0
ITC4,2012.0,14929837.0
ITF1,2012.0,671980.0
ITF2,2012.0,29075.0
ITF3,2012.0,6644864.0
ITF4,2012.0,1577083.0
ITF5,2012.0,116354.0
ITF6,2012.0,1392243.0
ITG1,2012.0,5426114.0
ITG2,2012.0,3213241.0
ITH1,2012.0,15628587.0
ITH2,2012.0,4204910.0
ITH3,2012.0,19199000.0
ITH4,2012.0,1979150.0
ITH5,2012.0,7570965.0
ITI1,2012.0,12472185.0
ITI2,2012.0,914665.0
ITI3,2012.0,995259.0
ITI4,2012.0,18256322.0
LI00,2012.0,111345.0
LT00,2012.0,2001745.0
LU00,2012.0,1424273.0
LV00,2012.0,2143977.0
ME00,2012.0,2621342.0
MK00,2012.0,727246.0
MT00,2012.0,7344253.0
NL11,2012.0,169853.0
NL12,2012.0,244644.0
NL13,2012.0,81167.0
NL21,2012.0,256981.0
NL22,2012.0,520139.0
NL23,2012.0,48558.0
NL31,2012.0,534804.0
NL32,2012.0,10373696.0
NL33,2012.0,2271447.0
NL34,2012.0,673848.0
NL41,2012.0,998629.0
NL42,2012.0,760288.0
NO01,2012.0,1600543.0
NO02,2012.0,475799.0
NO03,2012.0,631996.0
NO04,2012.0,429366.0
NO05,2012.0,1141287.0
NO06,2012.0,226971.0
NO07,2012.0,544611.0
PL11,2012.0,258051.0
PL12,2012.0,1828853.0
PL21,2012.0,2074728.0
PL22,2012.0,497351.0
PL31,2012.0,139184.0
PL32,2012.0,122951.0
PL33,2012.0,51710.0
PL34,2012.0,153539.0
PL41,2012.0,448096.0
PL42,2012.0,1374749.0
PL43,2012.0,230990.0
PL51,2012.0,916530.0
PL52,2012.0,66949.0
PL61,2012.0,175855.0
PL62,2012.0,329961.0
PL63,2012.0,755053.0
PT11,2012.0,2168614.0
PT15,2012.0,10808065.0
PT16,2012.0,1479556.0
PT17,2012.0,6964914.0
PT18,2012.0,354561.0
PT20,2012.0,545204.0
PT30,2012.0,4935666.0
RO11,2012.0,272480.0
RO12,2012.0,483003.0
RO21,2012.0,165187.0
RO22,2012.0,249706.0
RO31,2012.0,222270.0
RO32,2012.0,1220654.0
RO41,2012.0,90991.0
RO42,2012.0,297191.0
SE11,2012.0,3024660.0
SE12,2012.0,421797.0
SE21,2012.0,287887.0
SE22,2012.0,685294.0
SE23,2012.0,1280991.0
SE31,2012.0,321653.0
SE32,2012.0,229350.0
SE33,2012.0,398813.0
SI03,2012.0,1456726.0
SI04,2012.0,2693316.0
SK01,2012.0,935191.0
SK02,2012.0,834241.0
SK03,2012.0,807684.0
SK04,2012.0,752457.0
UKC1,2012.0,152670.0
UKC2,2012.0,481753.0
UKD1,2012.0,447667.0
UKD3,2012.0,1428075.0
UKD4,2012.0,315934.0
UKD6,2012.0,329728.0
UKD7,2012.0,978901.0
UKE1,2012.0,125447.0
UKE2,2012.0,509783.0
UKE3,2012.0,336738.0
UKE4,2012.0,458059.0
UKF1,2012.0,568889.0
UKF2,2012.0,398665.0
UKF3,2012.0,121497.0
UKG1,2012.0,504283.0
UKG2,2012.0,329062.0
UKG3,2012.0,1159455.0
UKH1,2012.0,1027607.0
UKH2,2012.0,508083.0
UKH3,2012.0,314299.0
UKI1,2012.0,27446162.0
UKI2,2012.0,10151320.0
UKJ1,2012.0,2290114.0
UKJ2,2012.0,1679750.0
UKJ3,2012.0,868343.0
UKJ4,2012.0,852847.0
UKK1,2012.0,1135870.0
UKK2,2012.0,971507.0
UKK3,2012.0,602099.0
UKK4,2012.0,512304.0
UKL1,2012.0,511358.0
UKL2,2012.0,698447.0
UKM2,2012.0,3602376.0
UKM3,2012.0,1110064.0
UKM5,2012.0,755252.0
UKM6,2012.0,1359808.0
UKN0,2012.0,224943.0
AT11,2013.0,1576460.0
AT12,2013.0,2825366.0
AT13,2013.0,2142709.0
AT21,2013.0,2832333.0
AT22,2013.0,4723473.0
AT31,2013.0,2369504.0
AT32,2013.0,3589979.0
AT33,2013.0,2885356.0
AT34,2013.0,689772.0
BE10,2013.0,1163196.0
BE21,2013.0,660044.0
BE22,2013.0,428487.0
BE23,2013.0,344458.0
BE24,2013.0,518368.0
BE25,2013.0,1846813.0
BE31,2013.0,162338.0
BE32,2013.0,204495.0
BE33,2013.0,531512.0
BE34,2013.0,428687.0
BE35,2013.0,237018.0
BG31,2013.0,407071.0
BG32,2013.0,411271.0
BG33,2013.0,1139969.0
BG34,2013.0,1325036.0
BG41,2013.0,1349876.0
BG42,2013.0,1293626.0
CH01,2013.0,3657282.0
CH02,2013.0,2972115.0
CH03,2013.0,817496.0
CH04,2013.0,1275170.0
CH05,2013.0,4124679.0
CH06,2013.0,1626617.0
CH07,2013.0,1441051.0
CY00,2013.0,880959.0
CZ01,2013.0,1309506.0
CZ02,2013.0,977386.0
CZ03,2013.0,1690613.0
CZ04,2013.0,1077034.0
CZ05,2013.0,2718985.0
CZ06,2013.0,1656384.0
CZ07,2013.0,1573679.0
CZ08,2013.0,821240.0
DE11,2013.0,6806907.0
DE12,2013.0,5730901.0
DE13,2013.0,6589912.0
